cbsa_code,cbsa_title,state_code,county_code,persons,households,age_lt_1,age_1_to_2,age_3_to_4,age_5,age_6,age_7_to_9,age_10_to_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22_to_24,age_25_to_29,age_30_to_34,age_35_to_44,age_45_to_54,age_55_to_59,age_60_to_61,age_62_to_64,age_65_to_74,age_75_to_84,age_ge_85,inc_lt_2500,inc_2500_4999,inc_5000_7499,inc_7500_9999,inc_10000_12499,inc_12500_14999,inc_15000_17499,inc_17500_19999,inc_20000_22499,inc_22500_24999,inc_25000_27499,inc_27500_29999,inc_30000_34999,inc_35000_39999,inc_40000_49999,inc_50000_74999,inc_ge_75000,worked_35_plus,worked_1_to_34_hours,car_truck_or_van__drive_alone,car_truck_or_van__carpool,public_transportation,walked_only,other_means,worked_at_home,commute_lt_5,commute_5_to_9,commute_10_to_14,commute_15_to_20,commute_20_to_29,commute_30_to_44,commute_45_to_59,commute_gt_60,jan_ave_temp,feb_ave_temp,mar_ave_temp,apr_ave_temp,may_ave_temp,june_ave_temp,july_ave_temp,aug_ave_temp,sept_ave_temp,oct_ave_temp,nov_ave_temp,dec_ave_temp,jan_precip,feb_precip,mar_precip,apr_precip,may_precip,june_precip,july_precip,aug_precip,sept_precip,oct_precip,nov_precip,dec_precip,ag_forestry_fish_mining,construction,manufacturing_nondurable,manufacturing_durable,transportation,comms_and_util,wholesale_trade,retail_trade,finance_insurance_realestate,business_repair,personal_entertainment_and_rec,health_services,educational_services,other_pro_services,public_admin
10100,"Aberdeen, SD",46,013,42121.0,15129.0,674.0,1309.0,1203.0,590.0,556.0,1900.0,2684.0,661.0,814.0,767.0,883.0,929.0,1025.0,1015.0,882.0,2391.0,3336.0,2854.0,4065.0,4009.0,2044.0,767.0,1096.0,3079.0,1918.0,670.0,834.0,1536.0,1486.0,1703.0,1676.0,1110.0,1209.0,1112.0,1017.0,893.0,747.0,432.0,579.0,341.0,291.0,258.0,86.0,16331.0,5109.0,11968.0,2742.0,65.0,2137.0,779.0,1907.0,1727.0,5695.0,5324.0,2608.0,1163.0,727.0,134.0,307.0,6.105,14.07,27.895,44.17,56.645,66.5,72.16999999999999,69.82499999999999,59.615,46.260000000000005,28.235000000000003,14.4,0.5045,0.4825,1.273,1.8575,2.7365,3.072,1.9535,1.971,1.305,1.29,0.5834999999999999,0.43399999999999994,2562.0,1014.0,767.0,1659.0,605.0,371.0,1147.0,3759.0,1013.0,477.0,1051.0,1681.0,1837.0,734.0,1199.0
10140,"Aberdeen, WA",53,027,66314.0,25181.0,1196.0,2091.0,1965.0,928.0,904.0,3025.0,4273.0,1085.0,1139.0,1180.0,1182.0,1102.0,1121.0,1037.0,1072.0,3306.0,5630.0,5080.0,7211.0,6384.0,3643.0,1390.0,1974.0,5300.0,2371.0,725.0,982.0,2538.0,1962.0,1947.0,2044.0,1660.0,1744.0,1753.0,1853.0,1553.0,1436.0,969.0,1901.0,1011.0,922.0,653.0,240.0,22100.0,6551.0,16928.0,4619.0,568.0,1864.0,476.0,631.0,1893.0,5020.0,5103.0,3713.0,2864.0,2890.0,795.0,1594.0,37.34,41.07,42.73,46.67,51.88,56.120000000000005,60.57000000000001,60.99,58.220000000000006,50.68,43.03,39.92,13.143,11.97,11.293,5.841,4.543,2.711,2.108,2.884,5.1530000000000005,7.264,13.101,17.443,1041.0,1976.0,1995.0,5324.0,1379.0,651.0,562.0,4626.0,952.0,653.0,1101.0,1629.0,1802.0,953.0,1191.0
10180,"Abilene, TX",48,059,139192.0,49032.0,2557.0,4379.0,4139.0,2087.0,1865.0,6119.0,8278.0,2094.0,2295.0,2402.0,2506.0,3056.0,3774.0,3622.0,3423.0,8572.0,11382.0,9454.0,14385.0,13346.0,6465.0,2404.0,3377.0,10042.0,5610.0,1559.0,2512.0,4768.0,4208.0,4847.0,4623.0,4052.0,4135.0,3231.0,3335.0,2443.0,2256.0,1523.0,2398.0,1456.0,1370.0,1126.0,718.0,52882.0,13457.0,47008.0,10436.0,332.0,2656.0,1259.0,1148.0,3882.0,12001.0,15242.0,14386.0,8352.0,5274.0,958.0,1961.0,40.276666666666664,46.88333333333333,56.11333333333334,63.70333333333334,71.16666666666667,79.32666666666667,82.39,80.16000000000001,73.92666666666666,64.55,51.906666666666666,45.366666666666674,0.8436666666666666,0.9196666666666666,1.3203333333333334,2.0946666666666665,2.863666666666667,2.095666666666667,2.2870000000000004,3.5500000000000003,4.463666666666666,2.7916666666666665,1.0163333333333333,0.93,5810.0,4740.0,2755.0,3601.0,1880.0,1714.0,2870.0,11207.0,2982.0,2234.0,2703.0,5312.0,5987.0,2734.0,2642.0
10220,"Ada, OK",40,123,32598.0,12268.0,485.0,884.0,906.0,452.0,401.0,1367.0,1802.0,452.0,471.0,577.0,571.0,755.0,836.0,811.0,677.0,1698.0,2215.0,2070.0,3310.0,3142.0,1725.0,724.0,877.0,3143.0,1788.0,459.0,721.0,1996.0,1361.0,1284.0,898.0,946.0,849.0,855.0,677.0,593.0,494.0,364.0,371.0,277.0,250.0,171.0,94.0,10962.0,3297.0,9632.0,2295.0,52.0,741.0,211.0,276.0,799.0,3340.0,2947.0,2143.0,1586.0,870.0,241.0,671.0,36.05,42.78,52.44,61.720000000000006,69.03,77.45,82.22999999999999,80.77000000000001,73.8,63.49,50.16,42.23,1.481,1.77,3.465,3.956,5.522,4.482,2.018,2.695,4.132,3.763,2.9690000000000003,1.752,1271.0,927.0,1139.0,942.0,408.0,400.0,495.0,2425.0,598.0,407.0,550.0,967.0,1695.0,554.0,674.0
10300,"Adrian, MI",26,091,89948.0,30044.0,1505.0,2906.0,2696.0,1468.0,1453.0,4761.0,6310.0,1652.0,1763.0,1842.0,1809.0,1753.0,1670.0,1578.0,1498.0,4458.0,7221.0,6954.0,10146.0,8798.0,4593.0,1662.0,2281.0,5464.0,2721.0,986.0,884.0,1961.0,2078.0,2136.0,2357.0,2198.0,2481.0,2462.0,2410.0,1818.0,2051.0,1491.0,2456.0,1267.0,1261.0,713.0,209.0,32035.0,8418.0,24844.0,7087.0,121.0,1927.0,375.0,1058.0,2263.0,6823.0,5396.0,5273.0,5935.0,5060.0,1782.0,1434.0,20.64,22.35,35.08,46.47,58.4,67.4,71.42999999999999,69.44,62.29,49.79,38.510000000000005,27.31,1.769,1.564,3.068,3.0740000000000003,3.126,3.745,3.075,3.308,2.952,1.848,2.5170000000000003,2.879,1332.0,1424.0,2705.0,11376.0,928.0,651.0,927.0,5300.0,1358.0,859.0,965.0,2428.0,3882.0,1336.0,799.0
10420,"Akron, OH",39,133,660328.0,234064.0,9719.0,17784.0,17624.0,8841.0,8603.0,30249.0,42446.0,10980.0,11998.0,12306.0,12482.0,13061.0,13857.0,13464.0,13618.0,38023.0,56231.0,50818.0,72305.0,70419.0,37171.0,12701.0,17011.0,41074.0,21297.0,6246.0,8190.0,18373.0,15674.0,17117.0,17773.0,15733.0,17841.0,16552.0,17966.0,14672.0,14180.0,11042.0,17323.0,10835.0,11407.0,6782.0,2737.0,242885.0,70235.0,206109.0,46422.0,6583.0,9755.0,1775.0,3555.0,8787.0,34309.0,45864.0,51995.0,68906.0,42371.0,11732.0,7949.0,22.715,24.5,36.845,46.4,57.775,66.02,70.05,69.01499999999999,62.275,50.21,39.89,30.025,2.3565,2.0885,3.4015,3.0570000000000004,3.439,3.8674999999999997,4.072,4.3454999999999995,4.109,2.4045,2.6660000000000004,3.1365,3051.0,12073.0,43265.0,47700.0,11120.0,7635.0,12060.0,48600.0,12667.0,10852.0,10127.0,20617.0,25170.0,11619.0,7921.0
10460,"Alamogordo, NM",35,035,44665.0,14608.0,926.0,1635.0,1579.0,798.0,772.0,2332.0,3112.0,790.0,883.0,913.0,917.0,978.0,1037.0,1103.0,1107.0,2920.0,4128.0,3466.0,5163.0,4000.0,1827.0,559.0,764.0,1979.0,766.0,211.0,729.0,1066.0,1519.0,1648.0,1859.0,1402.0,1238.0,959.0,1057.0,625.0,639.0,411.0,636.0,382.0,300.0,178.0,21.0,16245.0,3298.0,11175.0,4521.0,182.0,1304.0,1050.0,250.0,1157.0,3739.0,3738.0,2627.0,3840.0,1862.0,499.0,683.0,38.7,42.29,48.59,54.94,63.46,73.16,74.72,72.12,66.52000000000001,57.2,45.3,39.65,0.799,0.5850000000000001,0.329,0.33,0.779,0.8560000000000001,2.471,2.585,2.687,1.497,0.6380000000000001,0.541,644.0,905.0,362.0,666.0,477.0,310.0,234.0,2802.0,493.0,845.0,825.0,637.0,1440.0,594.0,2075.0
10480,"Alamosa, CO",08,003,22664.0,7302.0,430.0,825.0,777.0,368.0,362.0,1187.0,1565.0,427.0,472.0,472.0,488.0,568.0,632.0,524.0,499.0,1230.0,1813.0,1541.0,2248.0,2062.0,948.0,400.0,515.0,1404.0,703.0,204.0,641.0,1112.0,1088.0,739.0,898.0,483.0,499.0,360.0,458.0,232.0,215.0,116.0,167.0,128.0,98.0,64.0,91.0,6646.0,1910.0,4723.0,1358.0,42.0,841.0,381.0,483.0,976.0,2481.0,1489.0,798.0,675.0,663.0,217.0,164.0,17.400000000000002,23.48,31.436666666666667,38.47,47.38333333333333,57.18000000000001,61.80666666666667,59.24666666666667,52.85666666666666,43.24333333333334,28.903333333333336,20.426666666666666,1.029,0.7573333333333334,1.1523333333333332,0.9673333333333334,1.257,0.6900000000000001,1.9029999999999998,1.5963333333333332,1.2466666666666668,1.2123333333333333,1.121,0.882,1126.0,594.0,295.0,379.0,293.0,219.0,212.0,1326.0,359.0,143.0,212.0,507.0,1428.0,283.0,660.0
10500,"Albany, GA",13,095,142483.0,46335.0,2684.0,4955.0,4957.0,2512.0,2542.0,8217.0,10551.0,2733.0,2933.0,3066.0,3102.0,2947.0,2950.0,2732.0,2690.0,8085.0,12588.0,11157.0,15420.0,12934.0,5940.0,2242.0,2924.0,7512.0,3215.0,895.0,3885.0,4557.0,4156.0,3766.0,3702.0,3294.0,3483.0,3079.0,3269.0,2455.0,2348.0,1655.0,2647.0,1429.0,1301.0,656.0,418.0,46249.0,10041.0,41034.0,12364.0,877.0,1673.0,802.0,822.0,2100.0,7356.0,12006.0,13775.0,11678.0,6792.0,1284.0,1653.0,47.91,49.019999999999996,58.197500000000005,65.055,71.995,77.9575,80.4675,80.2125,76.7625,65.285,56.735,50.0125,5.98625,4.6505,5.848,4.437,4.602,4.2852500000000004,5.5565,4.086250000000001,3.4985,1.99325,3.158,3.9200000000000004,2717.0,3550.0,10582.0,2965.0,1770.0,1601.0,3152.0,8862.0,2675.0,1923.0,2487.0,3241.0,5385.0,1983.0,4261.0
10540,"Albany, OR",41,043,89495.0,32773.0,1447.0,2841.0,2781.0,1338.0,1370.0,4440.0,6070.0,1579.0,1525.0,1620.0,1797.0,1514.0,1439.0,1380.0,1409.0,4430.0,8077.0,7160.0,10385.0,8188.0,4542.0,1692.0,2413.0,6254.0,2800.0,1004.0,1360.0,2956.0,2864.0,2721.0,2856.0,2506.0,2650.0,2410.0,2470.0,2081.0,1750.0,1372.0,1772.0,1250.0,872.0,592.0,252.0,31526.0,8873.0,24479.0,5803.0,108.0,1565.0,1049.0,1483.0,2128.0,7394.0,7166.0,4570.0,4673.0,3970.0,1162.0,1081.0,35.43,39.54,41.1,44.47,50.47,56.45,62.96,62.59,58.46,50.31,41.17,37.92,10.562,8.086,8.245000000000001,5.353,3.761,2.087,0.642,1.919,2.9690000000000003,4.386,10.368,12.316,2462.0,2172.0,2197.0,8037.0,1039.0,882.0,1206.0,5734.0,1544.0,942.0,1073.0,1924.0,3374.0,1366.0,1374.0
10580,"Albany-Schenectady-Troy, NY",36,001,771290.0,277104.0,10211.0,19098.0,18868.0,9493.0,9436.0,33540.0,49078.0,13137.0,13905.0,14131.0,14281.0,15865.0,17543.0,16321.0,15223.0,40165.0,63126.0,59767.0,83031.0,78614.0,41845.0,15803.0,21704.0,57486.0,30340.0,9279.0,9644.0,23027.0,22292.0,22165.0,23567.0,20968.0,22328.0,19644.0,20218.0,16665.0,15261.0,11420.0,18271.0,10837.0,11896.0,7229.0,1937.0,281999.0,84554.0,204746.0,71091.0,20935.0,23765.0,3374.0,5806.0,12515.0,41318.0,57593.0,61420.0,73311.0,54490.0,13150.0,9937.0,19.82,20.52,32.52,43.394,56.064,64.2,69.15,67.50999999999999,58.874,47.48,37.444,25.452,3.1548000000000003,2.3178,3.5509999999999997,3.2442,3.9072000000000005,4.2768,3.7804,3.9734000000000003,3.8888,3.643,3.493,3.2968,4506.0,13828.0,22030.0,35566.0,12527.0,9097.0,12464.0,53102.0,17818.0,14994.0,11234.0,30234.0,36869.0,15982.0,46491.0
10620,"Albemarle, NC",37,167,48517.0,17378.0,681.0,1253.0,1255.0,606.0,682.0,2287.0,3060.0,750.0,842.0,881.0,842.0,931.0,876.0,817.0,815.0,2279.0,3677.0,3573.0,5615.0,5369.0,2815.0,1156.0,1456.0,4029.0,1582.0,388.0,891.0,1680.0,1450.0,1604.0,1748.0,1605.0,1549.0,1536.0,1235.0,1035.0,694.0,494.0,841.0,385.0,286.0,207.0,87.0,19964.0,3229.0,15429.0,6123.0,280.0,708.0,139.0,362.0,1137.0,4048.0,4454.0,4378.0,3404.0,2317.0,1121.0,1696.0,40.23,41.75,51.06,59.52,67.0,73.69,77.99,77.68,72.2,59.620000000000005,50.57,43.07,4.808,3.195,5.563000000000001,3.121,5.416,4.15,3.5840000000000005,3.4240000000000004,4.823,3.3,3.222,3.775,699.0,1565.0,8355.0,2895.0,584.0,336.0,616.0,3105.0,671.0,495.0,701.0,784.0,1574.0,443.0,750.0
10660,"Albert Lea, MN",27,047,36329.0,13224.0,542.0,1090.0,1054.0,491.0,483.0,1568.0,2348.0,624.0,719.0,683.0,727.0,612.0,573.0,589.0,556.0,1630.0,2667.0,2406.0,3886.0,3658.0,2054.0,765.0,1133.0,2992.0,1808.0,671.0,577.0,1248.0,1186.0,982.0,1083.0,981.0,999.0,1055.0,1025.0,831.0,824.0,552.0,804.0,409.0,399.0,235.0,103.0,12449.0,4593.0,10407.0,2082.0,27.0,1306.0,256.0,1199.0,1135.0,4100.0,4099.0,2147.0,1579.0,724.0,146.0,120.0,8.64,16.15,29.630000000000003,44.8,57.79,67.51,71.55,68.47,60.06,47.89,32.05,16.85,1.136,0.919,2.099,2.6580000000000004,3.681,4.603,3.6020000000000003,4.537,2.804,2.281,1.98,0.986,1733.0,748.0,2444.0,1805.0,561.0,243.0,783.0,2654.0,626.0,395.0,509.0,1179.0,1074.0,524.0,416.0
10700,"Albertville, AL",01,095,65622.0,23489.0,954.0,1747.0,1693.0,993.0,1035.0,3211.0,4365.0,1145.0,1226.0,1265.0,1259.0,1165.0,1176.0,1081.0,1039.0,3171.0,4914.0,4719.0,7841.0,7174.0,3350.0,1369.0,1821.0,5022.0,2311.0,576.0,1678.0,3046.0,2582.0,2324.0,2225.0,1873.0,2071.0,1430.0,1348.0,987.0,982.0,563.0,909.0,616.0,557.0,310.0,90.0,22929.0,4629.0,17273.0,6455.0,23.0,650.0,311.0,478.0,1346.0,4152.0,4985.0,3814.0,3186.0,3398.0,2029.0,2111.0,39.13,42.1,51.970000000000006,60.0,67.03,74.39,77.86,77.1,72.2,59.92999999999999,50.69,43.2,6.289,4.443,8.859,5.11,5.478,3.385,4.682,3.34,5.616,3.031,4.259,4.921,1096.0,1654.0,4669.0,3790.0,630.0,746.0,1067.0,4793.0,863.0,860.0,772.0,1226.0,1618.0,439.0,1647.0
10740,"Albuquerque, NM",35,001,523105.0,183259.0,9654.0,17014.0,15900.0,7929.0,7612.0,25387.0,34796.0,9076.0,9914.0,10294.0,10688.0,10178.0,10801.0,10754.0,10343.0,31807.0,50300.0,44215.0,60275.0,49599.0,24240.0,8140.0,11334.0,28077.0,11673.0,3105.0,9661.0,13827.0,15049.0,15334.0,17598.0,14417.0,14647.0,12012.0,12364.0,9731.0,9165.0,7047.0,11077.0,7155.0,7263.0,5274.0,2051.0,188902.0,49908.0,152484.0,43786.0,5350.0,8992.0,6509.0,3988.0,7574.0,26814.0,36502.0,47297.0,52682.0,32088.0,5783.0,7883.0,30.759999999999998,35.9325,42.347500000000004,48.5175,57.582499999999996,68.205,72.1025,69.22,62.472500000000004,52.375,39.4725,32.465,0.7597499999999999,0.665,0.6075,0.4975,0.833,0.57725,1.833,2.2665,1.6005,1.1977499999999999,0.75325,0.57325,10438.0,17004.0,6214.0,13651.0,8518.0,7952.0,9677.0,38836.0,14364.0,17701.0,9280.0,15830.0,21846.0,11972.0,18049.0
10760,"Alexander City, AL",01,123,38676.0,13275.0,595.0,1068.0,1071.0,614.0,598.0,2044.0,2712.0,705.0,752.0,747.0,739.0,645.0,605.0,577.0,532.0,1699.0,2832.0,2601.0,4068.0,3966.0,2123.0,872.0,1156.0,3369.0,1553.0,433.0,799.0,1710.0,1477.0,1355.0,1325.0,1100.0,956.0,1009.0,829.0,595.0,629.0,392.0,410.0,270.0,285.0,82.0,84.0,13707.0,2555.0,10308.0,4852.0,93.0,350.0,145.0,104.0,619.0,2738.0,3845.0,2968.0,2305.0,2129.0,629.0,757.0,42.9,45.03,54.35,61.53,68.38,75.25,78.34,77.75,73.58,61.54,52.74,45.75,6.541,4.849,8.487,5.618,5.049,4.178,5.766,3.95,4.142,2.492,3.797,5.165,261.0,767.0,6773.0,1362.0,306.0,304.0,371.0,1708.0,505.0,256.0,577.0,969.0,998.0,387.0,672.0
10780,"Alexandria, LA",22,043,151985.0,50529.0,2760.0,5124.0,4963.0,2425.0,2334.0,7757.0,10575.0,2744.0,3183.0,3149.0,3015.0,2861.0,2876.0,2985.0,2836.0,7934.0,12000.0,10524.0,16837.0,14518.0,7255.0,2756.0,3837.0,10504.0,4908.0,1325.0,4256.0,5762.0,5062.0,4554.0,4816.0,3680.0,3528.0,2968.0,3489.0,2296.0,2321.0,1500.0,2098.0,1527.0,1400.0,991.0,541.0,46346.0,9282.0,39343.0,11095.0,1167.0,1956.0,921.0,818.0,2341.0,7709.0,9427.0,10493.0,10242.0,7919.0,1902.0,3888.0,46.635000000000005,50.44,58.965,65.48,72.72999999999999,79.4,81.97,80.9,76.83500000000001,66.14,56.105000000000004,49.625,6.4910000000000005,4.256,6.459,4.9205000000000005,6.005,3.8725000000000005,4.872,3.9795000000000003,4.862500000000001,3.9684999999999997,4.9190000000000005,5.8505,3269.0,4863.0,2569.0,2783.0,2120.0,1826.0,2460.0,8977.0,2782.0,1770.0,2364.0,6726.0,5125.0,2352.0,3345.0
10820,"Alexandria, MN",27,041,27839.0,9991.0,481.0,894.0,803.0,384.0,364.0,1190.0,1744.0,459.0,499.0,515.0,543.0,637.0,680.0,551.0,460.0,1354.0,1991.0,1732.0,2807.0,2490.0,1396.0,554.0,882.0,2431.0,1474.0,524.0,625.0,1191.0,1079.0,991.0,919.0,905.0,829.0,674.0,686.0,515.0,314.0,345.0,357.0,216.0,196.0,128.0,56.0,9631.0,3674.0,7034.0,1846.0,31.0,1153.0,218.0,1276.0,1041.0,2274.0,2514.0,2066.0,1349.0,464.0,70.0,230.0,3.37,11.15,24.69,42.19,56.0,65.12,69.67,66.77,57.31,45.24,28.18,12.1,1.0630000000000002,0.921,1.6009999999999998,1.668,3.071,4.495,3.342,3.125,2.416,2.452,1.349,0.6759999999999999,1525.0,721.0,482.0,1041.0,304.0,412.0,469.0,2550.0,397.0,245.0,648.0,1226.0,1100.0,338.0,372.0
10860,"Alice, TX",48,047,44926.0,13779.0,877.0,1647.0,1626.0,859.0,775.0,2653.0,3376.0,900.0,961.0,1008.0,976.0,878.0,821.0,803.0,761.0,2156.0,3335.0,2993.0,4555.0,4413.0,2094.0,743.0,1003.0,3140.0,1267.0,306.0,1100.0,1818.0,1317.0,1103.0,1174.0,1011.0,908.0,802.0,856.0,778.0,597.0,467.0,623.0,406.0,390.0,273.0,186.0,13543.0,2777.0,11478.0,3801.0,33.0,804.0,207.0,298.0,1358.0,3927.0,3942.0,2361.0,981.0,1206.0,659.0,1471.0,54.825,58.185,67.88999999999999,72.795,78.505,82.685,84.22999999999999,83.91499999999999,80.66,72.82,63.545,57.5,1.4075,1.085,0.7245,2.107,2.697,3.842,2.636,3.7015000000000002,6.0045,2.8975,1.553,0.996,3670.0,1369.0,769.0,388.0,531.0,405.0,676.0,2748.0,665.0,777.0,865.0,947.0,1757.0,500.0,884.0
10900,"Allentown-Bethlehem-Easton, PA-NJ",34,041,635481.0,230376.0,7962.0,15193.0,15180.0,7646.0,7615.0,26748.0,38309.0,10171.0,10930.0,11045.0,10851.0,11034.0,11739.0,11338.0,11341.0,31435.0,49792.0,47821.0,70806.0,71834.0,38842.0,14700.0,20928.0,51303.0,23987.0,6931.0,6345.0,17735.0,17083.0,16184.0,17843.0,16185.0,18251.0,16973.0,18229.0,15139.0,14465.0,11024.0,16810.0,9947.0,10320.0,5937.0,2089.0,242771.0,62156.0,187898.0,58683.0,6308.0,20311.0,2434.0,4981.0,11247.0,42798.0,55379.0,53210.0,59398.0,34142.0,8826.0,10611.0,24.7125,25.7225,37.185,47.375,57.88,66.005,70.8175,69.8775,62.04,50.2525,40.644999999999996,30.1825,4.5845,3.008,4.11175,3.68825,4.80275,4.87975,4.042000000000001,4.8415,4.93275,4.0825000000000005,3.91625,3.9339999999999997,4593.0,12812.0,52358.0,62877.0,10123.0,7451.0,9018.0,41736.0,11668.0,8916.0,7993.0,19395.0,20869.0,9247.0,8005.0
10940,"Alma, MI",26,057,40448.0,13319.0,649.0,1339.0,1254.0,645.0,605.0,2013.0,2863.0,719.0,830.0,826.0,879.0,895.0,914.0,855.0,829.0,2014.0,3080.0,2745.0,4438.0,3752.0,1857.0,681.0,1041.0,2632.0,1458.0,635.0,603.0,1193.0,1206.0,1141.0,1146.0,1011.0,1128.0,869.0,1084.0,747.0,785.0,489.0,692.0,470.0,403.0,278.0,73.0,13674.0,3872.0,9585.0,3099.0,76.0,1210.0,177.0,794.0,1263.0,2937.0,2548.0,1771.0,1984.0,1457.0,769.0,1301.0,19.380000000000003,20.56,32.34,44.47,56.96,65.91999999999999,70.34,68.03,60.470000000000006,48.63,37.19,25.28,1.747,1.316,2.646,2.598,2.505,3.075,2.475,4.071,3.001,2.264,2.117,2.612,1078.0,728.0,1250.0,2710.0,430.0,360.0,537.0,2380.0,552.0,379.0,459.0,1475.0,2052.0,412.0,568.0
10980,"Alpena, MI",26,007,32315.0,11151.0,490.0,933.0,898.0,472.0,463.0,1579.0,2162.0,645.0,744.0,812.0,752.0,720.0,658.0,633.0,533.0,1549.0,2363.0,2058.0,3681.0,3380.0,1572.0,561.0,856.0,2390.0,1100.0,311.0,420.0,1273.0,1135.0,965.0,908.0,811.0,1032.0,824.0,832.0,616.0,599.0,337.0,669.0,312.0,225.0,139.0,64.0,10487.0,3415.0,8218.0,1812.0,45.0,604.0,288.0,366.0,842.0,2652.0,2903.0,1672.0,1546.0,968.0,145.0,175.0,16.69,16.860000000000003,27.84,39.68,52.510000000000005,61.48,66.72,64.8,56.81,46.260000000000005,34.94,22.78,1.787,1.384,2.079,2.159,2.874,2.694,3.958,3.8,2.725,1.8,1.7899999999999998,2.316,505.0,599.0,472.0,2367.0,273.0,354.0,381.0,2231.0,563.0,254.0,700.0,887.0,1117.0,270.0,735.0
11020,"Altoona, PA",42,013,136621.0,49088.0,1977.0,3720.0,3696.0,1882.0,1767.0,6249.0,8622.0,2280.0,2422.0,2472.0,2434.0,2535.0,2403.0,2100.0,2063.0,6653.0,10347.0,9419.0,14273.0,14391.0,8139.0,3020.0,4275.0,11539.0,6102.0,1841.0,1796.0,4903.0,4944.0,4441.0,4764.0,3979.0,4213.0,3972.0,3735.0,2688.0,2443.0,1824.0,2207.0,1109.0,968.0,666.0,264.0,45450.0,11469.0,34942.0,10269.0,831.0,3835.0,422.0,799.0,2291.0,8866.0,12287.0,10298.0,9305.0,4740.0,1222.0,1490.0,24.17,25.24,36.89,46.95,57.59,65.41999999999999,69.66,69.05,61.92,49.41,40.02,30.18,3.313,2.543,3.357,3.492,4.172,4.884,4.428,3.5,4.493,3.527,2.761,3.1900000000000004,1207.0,2370.0,6005.0,6371.0,6457.0,1487.0,2071.0,9302.0,1924.0,1415.0,1967.0,4786.0,3630.0,1733.0,1914.0
11060,"Altus, OK",40,065,30356.0,10543.0,655.0,1078.0,1079.0,482.0,477.0,1525.0,1915.0,514.0,545.0,597.0,602.0,613.0,765.0,761.0,689.0,1859.0,2521.0,2251.0,3317.0,2435.0,1177.0,465.0,654.0,2009.0,1055.0,316.0,568.0,1276.0,1148.0,1315.0,1308.0,903.0,903.0,636.0,558.0,400.0,346.0,270.0,382.0,218.0,174.0,115.0,91.0,10780.0,2527.0,8942.0,2226.0,42.0,886.0,493.0,255.0,638.0,4029.0,3665.0,2522.0,1052.0,697.0,126.0,241.0,35.08,41.93,52.05,61.46,69.74,79.85,83.94,81.36,73.67,62.92999999999999,48.79,40.49,0.959,0.917,1.146,2.425,5.136,2.779,1.889,2.665,3.5490000000000004,2.197,1.104,0.701,822.0,713.0,450.0,247.0,310.0,247.0,312.0,2246.0,321.0,207.0,548.0,908.0,803.0,324.0,1037.0
11100,"Amarillo, TX",48,011,184648.0,68297.0,3427.0,6143.0,5955.0,2904.0,2753.0,8670.0,11382.0,2754.0,2966.0,3208.0,3198.0,3506.0,4063.0,3889.0,3807.0,11116.0,16764.0,13888.0,20422.0,18924.0,8977.0,3198.0,4360.0,11520.0,5482.0,1372.0,3099.0,5032.0,5040.0,5525.0,6325.0,4749.0,5430.0,5000.0,5000.0,3866.0,3605.0,2719.0,4334.0,2634.0,2652.0,1796.0,1183.0,74049.0,17518.0,63903.0,16891.0,731.0,2328.0,1298.0,1437.0,3993.0,13137.0,19328.0,20434.0,15494.0,8994.0,1879.0,2557.0,33.58,39.524,47.892,56.727999999999994,64.93199999999999,75.4,78.786,76.134,69.038,58.998000000000005,44.592,38.001999999999995,0.41419999999999996,0.5908,1.0539999999999998,1.3274000000000001,2.9972000000000003,2.545,2.3246,2.9438,2.021,1.392,0.8592000000000001,0.3162,4006.0,6536.0,6475.0,6568.0,5432.0,3430.0,6729.0,16008.0,4953.0,3909.0,4275.0,5769.0,6820.0,3731.0,3589.0
11140,"Americus, GA",13,249,32793.0,10590.0,568.0,974.0,1026.0,547.0,562.0,1744.0,2435.0,641.0,657.0,650.0,599.0,760.0,781.0,720.0,663.0,1756.0,2601.0,2315.0,3235.0,2693.0,1400.0,596.0,780.0,2354.0,1245.0,491.0,1054.0,1324.0,929.0,1069.0,1160.0,800.0,858.0,607.0,556.0,410.0,424.0,209.0,336.0,243.0,293.0,168.0,86.0,10487.0,2770.0,8576.0,3529.0,145.0,559.0,169.0,181.0,650.0,2947.0,3143.0,2512.0,1790.0,1360.0,268.0,376.0,46.225,47.665,56.83,64.005,70.68,77.05,79.39500000000001,79.075,75.615,63.82000000000001,55.32,48.510000000000005,6.1235,4.513,5.587,4.177,4.1455,3.9545,4.907500000000001,4.048,3.1145,2.017,3.2445000000000004,4.0675,946.0,936.0,1559.0,2038.0,321.0,335.0,649.0,1866.0,515.0,289.0,609.0,1047.0,1345.0,411.0,611.0
